"Name","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"Charles","Yefimov",768,"Germany","Male",48,3,122831.58,1,1,1,24533.89,1
"Mao","Andreyeva",681,"Spain","Male",38,2,99811.44,2,1,0,23531.5,0
"Amelia","Pickering",606,"Spain","Male",37,8,154712.58,2,1,0,89099.18,0
"Angelina","Allan",542,"Spain","Male",37,8,0,1,1,1,807.06,0
"Stephen","Wang",713,"Germany","Female",24,7,147687.24,1,1,1,121592.5,0
"Lionel","Reynolds",597,"Spain","Female",33,2,0,2,1,1,4700.66,0
"Pablo","Hales",635,"France","Male",27,3,127009.83,1,1,0,161909.95,0
"Sacha","Y?an",599,"Germany","Male",61,1,124737.96,1,0,1,90389.61,1
"Lord","Rowley",496,"Spain","Female",44,0,179356.28,2,1,0,2919.21,1
"Indira","Chia",759,"Spain","Male",31,8,0,2,1,1,99086.74,0
"Jimmy","Moore",757,"Germany","Male",31,1,127320.36,3,1,0,163170.32,0
"Joseph","Copeland",564,"Spain","Male",31,0,125175.58,1,1,1,72757.33,0
"Dalai","Rishel",561,"France","Female",22,6,186788.96,2,1,0,73286.8,0
"Ernest","Wan",702,"France","Male",40,3,148556.74,1,0,1,146056.29,0
"Paul","Eluemuno",678,"Germany","Female",40,8,128644.46,1,0,0,167673.37,0
"Lord","Hsia",707,"France","Female",46,7,127476.73,2,1,1,146011.55,0
"Usain","Kelly",610,"France","Female",27,9,159561.93,1,0,1,103381.47,0
"Babe","Muir",744,"France","Male",42,1,112419.92,1,1,1,83022.92,0
"Jimmy","McIntyre",598,"France","Male",28,8,129991.76,2,0,1,46041.08,0
"Mata","Donaldson",562,"Spain","Male",36,5,0,1,0,1,182843.24,0
"Ludwig","Wright",621,"Spain","Female",59,2,0,2,1,1,171364.18,0
"Indira","Uvarova",659,"France","Female",50,3,0,1,1,0,183399.12,1
"Lionel","Doherty",722,"Germany","Female",40,6,89175.06,2,0,1,152883.95,0
"Billie","Allen",606,"France","Female",39,3,0,2,1,0,50560.45,1
"Usain","Ma",603,"Spain","Female",39,5,162390.52,2,1,0,54702.66,0
"George","Tucker",506,"Germany","Female",59,3,190353.08,1,1,0,78365.75,0
"Mother","Ch'eng",715,"France","Male",21,8,0,2,1,0,68666.63,0
"Tim","Hs?",690,"France","Male",47,2,0,2,1,0,151375.73,0
"Cleopatra","H?",644,"France","Female",40,10,139180.97,1,1,1,19959.67,0
"Billie","Chimaijem",589,"France","Male",36,8,114435.47,1,1,0,26955.72,0
"Mahatma","Esomchi",592,"France","Female",66,5,149950.19,1,1,1,76267.59,0
"Neil","Lorenzo",632,"France","Male",42,4,126115.6,1,1,0,100998.5,0
"Grace","Pirogov",577,"Germany","Female",59,7,111396.97,1,0,1,191070.01,0
"Eva","Larkin",588,"France","Male",30,3,115007.08,1,0,0,176858.5,0
"Marie","Eddy",617,"France","Male",54,6,102141.9,1,1,1,45325.26,0
"Anne","Sells",668,"Spain","Female",36,3,133686.52,1,1,0,190958.48,1
"J.K.Rowling","Crawford",810,"France","Male",32,9,120879.73,2,0,1,78896.59,0
"Aung","Bezrukov",767,"Spain","Male",47,5,0,1,1,0,121964.46,1
"Benazir","Mancini",718,"Spain","Female",49,10,82321.88,1,0,1,11144.4,0
"Steve","Iadanza",589,"Spain","Female",27,4,0,2,1,0,144181.48,0
"Eva","Wilkinson",778,"Spain","Male",33,5,116474.28,2,1,1,32757.55,0
"Billie","P'eng",724,"France","Female",34,3,132352.69,1,1,0,80320.3,0
"Abraham","St Clair",477,"Germany","Female",39,4,182491.57,1,1,0,185830.72,0
"Marie","Preston",580,"France","Male",34,6,0,2,1,1,160095.31,0
"J.R.R.","Findlay",566,"Spain","Male",63,2,120787.18,2,1,1,52198.84,0
"Julie","Nixon",711,"France","Female",29,3,130181.47,2,1,0,31811.44,0
"J.R.R.","Gorshkov",706,"Germany","Male",32,5,88348.43,2,1,1,104181.78,0
"Tom","Chukwubuikem",703,"Spain","Male",31,6,0,2,1,1,67667.19,0
"Abraham","Medvedeva",679,"Germany","Male",39,2,146186.28,2,1,1,193974.47,0
"Kylie","Chukwuhaenye",603,"France","Male",32,7,0,1,1,0,198055.94,1
"Katherine","Endrizzi",598,"Spain","Male",34,0,104488.17,1,0,1,43249.67,0
"Lord","Ch'ang",836,"Germany","Female",32,4,109196.67,2,1,0,55218.02,0
"Alfred","Piccio",687,"France","Female",61,7,80538.56,1,1,0,131305.37,1
"Lance","Lockington",704,"Germany","Male",41,4,109026.8,2,1,1,43117.1,0
"Sting","Seleznyov",605,"Germany","Male",75,2,61319.63,1,0,1,186655.11,0
"J.K.Rowling","Weston",516,"France","Female",40,9,0,2,0,1,33266.29,0
"Pope","Groom",572,"France","Female",39,2,0,2,1,1,555.28,0
"Albert","Manfrin",557,"France","Male",42,6,177822.03,1,1,0,150944.31,1
"Ludwig","Robertson",443,"Germany","Male",59,4,110939.3,1,1,0,72846.58,1
"Louis","Ch'ang",604,"Germany","Male",25,7,165413.43,1,1,1,35279.74,0
"Babe","Lucchesi",483,"France","Male",27,1,77805.66,1,1,1,2101.89,0
"Lord","Cambage",702,"France","Male",50,3,0,2,0,0,94949.84,0
"Stephen","Tan",670,"Spain","Female",57,3,175575.95,2,1,0,99061.75,1
"Louis","Tao",804,"Spain","Female",38,3,124197.22,1,1,0,74692.06,0
"Stephen","Hsieh",850,"France","Female",30,3,0,2,1,0,116692.8,0
"Pope","Burdekin",554,"France","Female",39,10,160132.75,1,1,0,32824.15,0
"Thomas","Longo",588,"Germany","Female",37,7,70258.88,2,1,0,139607.61,0
"Stephen","Maughan",758,"Germany","Male",32,4,162657.64,2,1,1,115525.13,0
"Queen","Franz",787,"Germany","Male",43,0,132217.45,1,1,0,20955.03,1
"Jimmy","Piazza",582,"Spain","Male",25,9,148042.97,2,1,0,52341.15,0
"Vladimir","Morant",633,"Spain","Female",33,4,92855.02,1,1,1,159813.18,0
"Elvis","Becher",766,"Germany","Male",47,9,129289.98,1,1,0,169935.46,1
"Barack","Lombardi",564,"Spain","Male",37,9,100252.18,1,1,1,146033.52,0
"Kylie","Loton",602,"Spain","Male",37,3,107592.89,2,0,1,153122.73,0
"George","Conti",649,"France","Male",39,3,113096.41,1,1,1,60335.24,0
"Grace","Sani",679,"Spain","Female",40,7,0,2,1,1,163757.29,0
"Adolf","Lori",639,"Spain","Male",34,7,149940.04,2,0,0,156648.81,0
"Emile","Wong",790,"Germany","Male",50,8,121438.58,1,1,1,176471.78,1
"Prince","Lombardi",565,"France","Male",32,9,0,2,1,0,5388.3,0
"John","Obialo",478,"France","Female",50,2,0,1,0,1,93332.64,1
"Audrey","Mazzi",825,"France","Male",29,3,148874.01,2,0,1,71192.82,0
"Elvis","Von Doussa",528,"Spain","Female",32,0,68138.37,1,1,1,170309.19,0
"Pablo","Miller",577,"Spain","Male",35,5,110080.3,1,1,1,109794.31,0
"Nelson","Miracle",663,"France","Male",24,7,0,2,1,1,166310.82,0
"Pablo","Su",505,"Germany","Female",25,5,114268.85,2,1,1,126728.27,0
"Lance","Wyatt",633,"Germany","Male",29,6,117412.35,1,0,0,30338.94,0
"Leon","Anayolisa",586,"France","Female",38,6,0,2,1,1,37935.83,0
"Joseph","Wade",850,"France","Female",35,9,0,2,0,0,25329.48,0
"Steve","Enemuo",629,"Germany","Female",37,1,35549.81,2,0,0,49676.33,0
"David","Bruno",744,"France","Male",56,9,0,2,1,1,169498.61,0
"Emile","Greece",750,"France","Male",36,7,136492.92,3,1,1,26500.29,1
"Joseph","Yang",637,"Germany","Male",28,3,123675.69,1,1,1,166458.41,0
"Audrey","Brown",575,"France","Female",40,1,139532.34,1,1,0,181294.39,0
"Leo","Anderson",671,"Spain","Male",58,1,178713.98,1,1,1,21768.21,0
"Adolf","Johnston",571,"France","Male",40,5,0,2,0,0,72849.29,0
"Barack","Zakharov",590,"France","Male",41,1,89086.31,1,1,0,24499.97,0
"Eva","Golibe",619,"Spain","Male",38,3,96143.47,1,0,0,98994.92,0
"Pablo","Nikitina",640,"Germany","Female",30,5,32197.64,1,0,1,141446.01,0
"Kylie","Leonard",670,"France","Male",38,7,0,2,1,1,77864.41,0
"Thomas","Burns",737,"France","Female",33,4,0,2,1,0,115115.32,0
"Donald","Burtch",555,"Spain","Male",32,10,0,2,0,1,168605.96,0
"Usain","Clark",742,"France","Male",33,6,0,2,0,0,38550.4,0
"Sigmund","Woodward",618,"Germany","Female",40,0,140306.38,1,1,0,160618.61,1
"Usain","Spencer",560,"France","Female",35,1,0,2,1,0,3701.63,0
"John","Chao",654,"France","Male",38,8,0,2,1,0,88659.44,0
"Queen","Costa",787,"Germany","Female",42,2,74483.97,2,0,1,44273.91,0
"Peter","McLachlan",611,"France","Female",53,7,0,2,0,1,156495.39,1
"Jimmy","Hung",559,"Spain","Male",34,0,0,1,1,0,182988.94,0
"Kylie","Akhtar",481,"France","Male",37,8,152303.66,2,1,1,175082.2,0
"Babe","Toscani",753,"Germany","Male",32,5,159904.79,1,1,0,148811.14,0
"Charles","Gray",675,"France","Male",32,1,0,3,1,0,85901.09,0
"Simon","Warren",748,"Germany","Female",31,1,99557.94,1,1,0,199255.32,0
"Babe","Ramsden",610,"Spain","Female",46,5,116886.59,1,0,0,107973.44,0
"Ernest","Bartlett",580,"Spain","Male",32,9,142188.2,2,0,1,128028.6,0
"Cristiano","Wenz",624,"Germany","Female",40,3,149961.99,2,1,0,104610.86,0
"Fidel","Kisch",709,"France","Female",36,8,0,2,1,1,69676.55,0
"Julie","Mai",605,"France","Female",34,2,0,1,0,0,35982.42,0
"Ernest","McGregor",706,"Spain","Male",53,7,0,2,0,1,117939.17,0
"Ronald","Pinto",567,"Spain","Male",40,8,28649.64,1,1,1,95140.62,0
"Mata","Newman",747,"France","Female",21,4,81025.6,2,1,0,167682.57,0
"Lech","Pagnotto",664,"France","Male",57,1,0,2,1,1,56562.57,0
"George","Williams",711,"France","Female",39,3,152462.79,1,1,0,90305.97,0
"Indira","Ndubuisi",609,"France","Male",25,10,0,1,0,1,109895.16,0
"J.R.R.","Plummer",632,"Spain","Male",28,7,155519.59,1,1,0,1843.24,0
"Alfred","Chimezie",725,"France","Female",36,1,118851.05,1,1,1,102747.02,0
"Babe","Nash",850,"France","Female",34,9,92899.27,2,1,0,97465.89,0
"Florence","Onochie",682,"France","Male",40,4,0,1,0,1,105352.55,0
"Walt","Rizzo",797,"France","Male",37,4,75263.7,1,1,0,85801.77,0
"Alfred","Boni",668,"Spain","Male",38,1,147904.31,1,1,1,69370.05,0
"Cristiano","Davies",783,"Germany","Female",41,5,106640.5,1,1,0,176945.96,0
"Walt","Lu",766,"Germany","Female",28,4,90696.78,1,0,1,21597.2,0
"Haile","Burrows",704,"Spain","Female",36,2,175509.8,2,1,0,152039.67,0
"Fidel","Ershova",722,"France","Male",40,6,0,2,1,1,111893.09,0
"Martin","Udokamma",692,"France","Female",34,7,0,2,1,0,195074.62,0
"Martin","Aitken",584,"France","Female",35,2,114321.28,2,0,0,15959.01,0
"J.R.R.","Turnbull",644,"Germany","Female",51,4,95560.04,1,0,0,72628.84,1
"Pablo","Reilly",598,"Germany","Female",50,5,88379.81,3,0,1,64157.24,1
"Sacha","Hardy",733,"Germany","Male",48,7,85915.52,1,1,1,23860.5,0
"Cristiano","Brookman",615,"Germany","Male",58,3,72309.3,1,1,1,85687.09,1
"Simon","Kerr",850,"France","Female",39,2,0,2,1,0,179451.42,0
"John","McBurney",521,"France","Male",43,8,0,1,1,1,93180.09,0
"Lord","Mickey",675,"France","Male",69,1,0,2,1,0,157097.09,0
"Charles","Harrison",746,"France","Male",58,3,0,3,1,1,80344.96,1
"Sigmund","Olszewski",770,"France","Female",33,4,0,1,1,0,26080.54,1
"Jawaharlal","Chijioke",618,"France","Male",30,3,133844.22,1,1,1,31406.93,0
"Pope","Young",556,"France","Male",36,7,154872.08,2,1,1,32044.64,0
"Cleopatra","Bellasis",749,"France","Female",27,9,0,2,1,0,132734.87,0
"Donald","De Mestre",702,"Spain","Male",43,6,116121.67,1,1,0,61602.42,0
"Audrey","De Luca",555,"Germany","Male",42,6,107104.5,1,1,1,41304.44,1
"Tiger","Mundy",587,"France","Male",47,6,71026.77,1,1,0,57962.41,0
"Walt","Tung",639,"France","Male",38,3,0,1,1,0,42862.82,0
"Amelia","Donahue",643,"France","Male",33,4,0,2,1,1,152992.04,0
"Winston","Okagbue",600,"France","Female",41,1,0,2,1,1,91193.65,0
"Albert","Nnaemeka",651,"France","Male",53,7,0,2,1,1,130132.41,0
"Marie","Verjus",666,"France","Female",27,4,0,2,0,0,88751.45,0
"Bill","H?",520,"France","Female",39,6,145644.05,1,0,0,104118.93,0
"Thomas","Napolitani",650,"Spain","Female",50,7,129667.77,1,0,0,42028.16,0
"Albert","Ginikanwa",564,"Germany","Male",33,3,109341.87,1,1,0,75632.78,0
"Pope","Spaull",586,"France","Male",64,1,0,2,1,1,53710.23,0
"Alfred","Siciliani",617,"France","Female",35,5,0,2,0,1,13066.3,0
"Pablo","Voronina",712,"Spain","Female",30,6,0,2,1,0,152417.97,0
"Woodrow","Tang",654,"France","Male",55,3,87485.67,1,1,1,3299.01,0
"Plato","Crumbley",605,"France","Male",27,9,0,2,1,0,198091.81,0
"Muhammad","Hamilton",491,"France","Female",36,0,53369.13,1,1,1,103934.12,0
"Mother","Piazza",707,"France","Female",35,9,0,2,1,1,70403.65,0
"Sigmund","Birch",638,"Spain","Male",34,5,146679.77,1,1,0,102179.86,0
"Prince","Custance",683,"France","Male",43,2,112499.42,2,1,0,30375.18,0
"Oscar","Anayochukwu",815,"Spain","Female",38,2,48387,1,1,0,184796.84,0
"Louis","Galkin",645,"Spain","Male",38,1,68079.8,1,0,1,166264.89,0
"Sacha","Adams",645,"Germany","Male",49,4,160133.88,1,0,1,88391.97,0
"Martin","Toomey",683,"France","Male",30,4,66190.33,1,1,1,115186.97,0
"Richard","Marshall-Hall",705,"France","Female",37,10,0,2,1,1,13935.53,1
"Adolf","Shen",647,"France","Male",35,4,123761.68,1,1,0,83910.4,0
"Christopher","Pagnotto",786,"Germany","Female",33,0,122325.58,1,0,0,34712.34,1
"Dalai","Wood",534,"France","Male",41,9,0,2,1,0,13871.34,0
"Babe","More",602,"Spain","Female",42,1,138912.17,1,1,1,139494.75,0
"Charles","Piccio",695,"France","Female",42,0,0,2,0,1,140724.64,0
"Paul","Tochukwu",553,"Germany","Female",25,7,128524.19,2,1,0,20682.46,0
"Aung","Graham",516,"Spain","Female",31,3,0,2,1,0,124202.26,0
"Tiger","Tung",655,"France","Female",34,3,0,2,1,0,159638.77,0
"Jimmy","P'eng",849,"Germany","Female",49,9,132934.89,1,1,0,171056.65,1
"Julie","Nevzorova",520,"Germany","Male",43,3,150805.17,3,0,1,25333.03,1
"Ronald","Toscani",568,"Spain","Female",46,3,0,2,1,1,29372.62,0
"Roman","McKenzie",695,"Spain","Male",32,9,0,3,0,1,38533.79,0
"Julie","Okwuoma",807,"Spain","Female",28,7,165969.26,3,1,0,156122.13,1
"George","Morley",642,"Germany","Female",36,2,124495.98,3,1,1,57904.22,1
"Angelina","Kerr",703,"Germany","Male",39,1,141559.5,1,1,1,31257.1,1
"George","Harding",556,"France","Male",38,2,114756.14,1,1,0,193214.05,0
"Louis","Butler",585,"France","Female",30,6,0,2,1,1,137757.69,0
"Rosa","Crawford",587,"Germany","Female",49,7,155393.98,2,1,0,13308.2,1
"Carl","Brown",524,"Spain","Female",32,6,0,1,1,1,132861.9,1
"Mary","Greece",556,"Germany","Female",31,1,128663.81,2,1,0,125083.29,0
"Michael","Matthews",504,"Spain","Male",44,4,113522.64,1,1,1,12405.2,0
"Sigmund","Heath",731,"Spain","Female",26,3,0,2,1,0,37697.29,0
"Vincent","Vincent",651,"France","Male",34,3,0,2,1,1,105599.65,0
"George","Sal",675,"Spain","Female",40,8,79035.95,1,1,0,142783.98,1
"Lionel","Milne",657,"Spain","Female",22,6,0,3,0,1,168412.07,1
"Coco","Bazile",686,"Germany","Male",33,9,141918.09,2,0,1,184036.47,0
"Eva","Wardle",690,"France","Female",35,9,107944.33,2,0,0,48478.47,0
"Usain","Lilly",567,"France","Male",36,7,0,2,0,1,3896.08,0
"Richard","Aitken",557,"Germany","Male",57,1,120043.13,1,1,0,132370.75,1
"Grace","Enderby",446,"Spain","Female",45,10,125191.69,1,1,1,128260.86,1
"Leonardo","Chiu",850,"France","Male",31,1,96399.31,2,1,0,106534.15,0
"Nelson","Ugorji",637,"France","Male",41,2,0,2,0,1,102515.42,0
"Walt","Sharpe",499,"France","Male",60,7,76961.6,2,1,1,83643.87,0
"Margaret","Houghton",622,"Germany","Female",34,7,98675.74,1,1,0,138906.85,1
"Eva","Konovalova",684,"Germany","Male",37,1,126817.13,2,1,1,29995.83,1
"Marie","Patel",612,"France","Male",32,3,121394.42,1,1,0,164081.42,0
"Winston","Ngozichukwuka",813,"Germany","Female",29,5,106059.4,1,0,0,187976.88,1
"Christopher","Medland",850,"Germany","Male",44,2,112755.34,2,0,0,158171.36,0
"Coco","Padovano",795,"Spain","Male",29,4,0,2,0,0,155711.64,0
"Queen","Tsui",628,"Spain","Female",55,7,0,3,1,0,85890.75,1
"Mao","H?",565,"Germany","Female",38,7,145400.69,2,1,1,83844.79,0
"Donald","Denman",601,"France","Male",39,3,72647.64,1,1,0,41777.9,1
"Winston","Ratten",802,"Spain","Male",40,4,0,2,1,1,81908.09,0
"George","Baxter",614,"Germany","Female",37,6,96340.81,2,1,1,139377.24,1
"Barack","Norman",434,"Spain","Male",55,6,0,1,0,1,73562.05,1
"Lance","Shen",522,"Germany","Male",32,8,124450.36,2,1,1,165786.1,0
"C.S.","Reilly",550,"Germany","Male",36,2,113877.23,2,1,0,174921.91,0
"Charles","Ifeanacho",599,"Spain","Male",25,3,0,2,1,1,120790.02,0
"John","Graham",493,"France","Female",36,5,148667.81,2,1,0,56092.51,0
"Paul","Lysaght",755,"France","Male",34,3,0,2,1,1,158816.03,0
"Lionel","T'ang",605,"France","Female",62,4,111065.93,2,0,1,125660.99,0
"Sigmund","Abron",708,"France","Male",41,0,0,1,1,0,128400.62,0
"Winston","Chimaraoke",699,"France","Male",44,8,158697.61,1,1,0,107181.22,0
"Malcolm","Y?an",763,"France","Female",53,4,0,1,1,0,77203.72,1
"Julie","Sergeyeva",743,"Spain","Male",25,6,0,2,1,0,129740.11,0
"Sigmund","Ma",660,"France","Female",48,0,90044.32,2,0,1,187604.97,1
"Jacqueline","Obiajulu",619,"Germany","Male",38,10,84651.79,1,1,1,184754.26,0
"Pope","Belcher",739,"Germany","Male",32,3,102128.27,1,1,0,63981.37,1
"Eva","K?",769,"Germany","Male",60,9,148846.39,1,1,0,192831.67,1
"Michael","Brown",692,"France","Male",69,10,154953.94,1,1,1,70849.47,0
"Lionel","Abernathy",560,"France","Female",30,0,108883.29,1,1,0,27914.95,0
"John","Pape",607,"France","Female",48,4,112070.86,3,1,0,173568.3,1
"Babe","Tao",630,"Germany","Male",29,6,131354.39,1,0,1,9324.31,1
"Marie","Ma",767,"Germany","Female",45,7,132746.2,2,1,0,26628.88,1
"Margaret","Earle",543,"France","Female",34,8,0,2,0,1,145601.8,0
"Julie","Kazantsev",776,"France","Male",39,8,125211.55,2,1,0,144496.07,0
"Amelia","Uspenskaya",535,"Spain","Male",58,1,0,2,1,1,11779.98,1
"Oprah","Coombes",549,"Germany","Male",36,6,139422.37,1,0,0,83983.39,1
"Jacqueline","Hopman",844,"France","Female",28,4,0,2,0,1,123318.37,0
"Sting","McKay",586,"Germany","Female",47,5,157099.47,2,1,1,65481.86,0
"Paul","Milanesi",583,"France","Male",40,3,0,2,1,0,47728,0
"Lionel","Chineze",701,"Spain","Male",26,5,83600.24,1,0,1,59195.05,0
"George","Dawson",726,"France","Male",28,2,0,1,0,0,98060.51,0
"Mata","Shih",829,"Germany","Male",36,4,81795.74,2,1,0,90106.94,0
"Leon","Hughes",749,"Spain","Male",38,9,129378.32,1,1,1,13549.34,0
"Ernest","Clark",743,"France","Female",46,9,0,1,1,0,113436.08,0
"Marie","Chukwuhaenye",619,"Spain","Female",56,7,0,2,1,1,42442.21,0
"Emmeline","Wall",699,"France","Male",22,9,99339,1,1,0,68297.61,1
"Adolf","Howell",749,"Spain","Male",36,7,0,2,0,0,80134.65,0
"Jawaharlal","Lo",600,"Germany","Female",29,6,74430.1,2,1,1,96051.1,0
"David","Lazarev",760,"Spain","Male",38,3,91241.85,1,0,1,80682.35,0
"Pablo","Lowe",528,"Germany","Male",32,2,99092.45,1,0,1,111149.98,0
"Emile","Folliero",630,"France","Female",26,5,0,2,1,0,182612.38,0
"Carl","Han",683,"Germany","Female",39,2,100062.16,2,1,0,109201.43,0
"Madonna","Holloway",677,"Germany","Female",26,6,98723.67,1,0,1,151146.67,0
"Christopher","Pai",669,"Spain","Male",29,9,0,1,1,1,93901.61,0
"Sigmund","Trejo",693,"France","Male",43,6,128760.32,1,1,0,36342.79,0
"Mikhail","Johnston",612,"Spain","Female",52,5,144772.69,1,0,0,98302.57,1
"Jimmy","Macknight",719,"Spain","Male",44,4,0,1,0,0,84972.9,1
"Margaret","Lo",702,"France","Male",26,2,71281.29,1,1,1,108747.12,1
"Vladimir","Glossop",755,"France","Male",29,9,117035.89,1,1,1,21862.19,0
"Tim","Bishop",514,"France","Male",26,1,0,2,0,0,121551.93,0
"Leon","Yefremova",753,"France","Female",40,0,3768.69,2,1,0,177065.24,1
"Barack","Obialo",548,"Germany","Female",36,2,108913.84,2,1,1,140460.01,0
"Stephen","Nkemjika",850,"Germany","Male",28,2,101100.22,2,1,1,35337.31,0
"Sacha","Trevisani",612,"France","Female",38,7,110615.47,1,1,1,193502.93,0
"Coco","Parkes",628,"Germany","Male",33,8,152143.89,1,1,1,32174.03,0
"Tiger","Seleznyov",479,"France","Male",47,6,121797.09,1,0,1,5811.9,1
"Leo","Naylor",724,"France","Female",41,5,109798.25,1,0,1,149593.61,0
"Mary","Forbes",512,"Germany","Male",41,7,122403.24,1,0,1,37439.9,1
"Woodrow","Douglas",638,"France","Female",43,3,145860.98,1,1,1,142763.51,1
"Julie","Nwankwo",834,"Spain","Male",40,7,0,2,0,0,45038.74,0
"Bob","Myers",781,"France","Male",29,9,0,2,0,0,172097.4,0
"Brad","Rogova",707,"Germany","Female",48,7,105086.74,1,1,1,180344.69,1
"Michael","Hsing",670,"France","Male",22,2,114991.45,1,1,1,37392.56,0
"Al","Giordano",663,"Spain","Female",33,8,96769.04,1,1,1,36864.05,0
"Jimmy","Okwukwe",624,"France","Female",23,5,0,2,0,0,132418.59,0
"Shakira","Chalmers",598,"France","Female",34,4,0,2,0,0,60894.26,0
"Lech","Chiazagomekpere",619,"Germany","Male",23,5,132725.1,1,1,1,143913.33,0
"Donald","Evseyev",792,"France","Female",70,3,0,2,1,1,172240.27,0
"Nelson","Parry-Okeden",683,"France","Female",26,7,0,2,1,0,86619.77,0
"Desmond","Picot",691,"France","Female",33,6,0,2,1,0,164074.89,0
"Shakira","Reid",765,"Spain","Female",33,5,84557.82,1,1,1,69039.43,0
"Henry","Ferri",508,"France","Male",49,1,93817.41,2,1,1,132468.76,1
"Pele","Genovesi",637,"France","Female",33,9,113913.53,1,0,1,65316.5,0
"John","Neumayer",667,"Germany","Female",44,5,140406.68,2,0,1,57164.19,0
"Elvis","Murray",575,"Spain","Female",22,8,105229.34,1,1,1,34397.08,0
"Michael","Tien",744,"Spain","Female",46,1,0,3,1,1,177431.59,1
"Wright","Parkes",567,"France","Female",41,9,137891.35,1,1,0,142009.46,1
"Eva","Yip",502,"France","Female",35,6,0,2,1,1,80618.47,0
"Joseph","Ingle",609,"France","Female",53,6,0,2,1,1,124218.27,0
"Cleopatra","Chidubem",715,"France","Male",37,9,165252.52,1,1,0,85286.3,0
"Abraham","Lu",541,"France","Male",32,8,0,2,0,0,40889.14,0
"Michael","Vorobyova",850,"France","Female",71,4,0,2,1,1,107236.87,0
"Roger","Chiedozie",595,"Spain","Male",23,7,0,2,1,1,168085.97,0
"Lance","Napolitani",650,"Germany","Female",28,5,122034.4,3,0,1,146663.43,1
"George","Coffey",625,"France","Female",44,7,0,1,1,0,4791.8,0
"Emmeline","Chigbogu",817,"France","Male",59,1,118962.58,1,1,1,120819.58,0
"Lionel","Akabueze",526,"Spain","Male",49,2,0,1,1,0,114539.67,1
"Pablo","Istomin",850,"France","Female",34,4,71379.53,2,1,1,154000.99,0
"Grace","Ndubueze",598,"France","Female",40,2,171178.25,1,1,0,137980.58,1
"Fidel","Toscani",613,"France","Male",36,9,131307.11,1,0,0,83343.73,0
"Winston","Ross",709,"Spain","Male",62,3,0,2,1,1,82195.15,0
"Fidel","Fernando",678,"Spain","Female",27,5,87099.85,2,1,0,149550.95,0
"Margaret","McClaran",720,"France","Male",71,5,183135.39,2,1,1,197688.5,0
"Carl","Yermakova",662,"France","Male",26,0,0,2,0,1,72929.96,0
"Neil","Somadina",525,"France","Male",51,10,0,3,1,0,171045.35,1
"Al","Wan",662,"France","Male",31,3,0,2,0,1,27731.05,0
"Roman","Mazzi",770,"France","Female",33,6,0,2,1,1,126131.9,0
"Paul","Tuan",721,"Spain","Female",33,4,72535.45,1,1,1,103931.49,0
"John","Townsley",633,"Germany","Male",58,2,128137.42,2,1,0,147635.33,1
"John","Yashina",701,"France","Male",51,9,0,2,0,0,61961.57,0
"Jawaharlal","Henderson",556,"Germany","Male",42,0,115915.53,2,0,1,125435.47,1
"David","Mueller",639,"France","Male",66,0,0,2,0,1,42240.54,0
"Queen","Wright",632,"France","Male",50,2,0,2,0,0,57942.88,0
"John","Lung",456,"France","Male",29,5,107000.49,1,1,1,153419.62,0
"Queen","Bryant",729,"Spain","Female",38,10,0,2,1,0,189727.12,0
"Adolf","Madukaife",632,"France","Female",34,2,0,2,0,0,165385.55,0
"Richard","Maclean",433,"Spain","Male",34,9,152806.74,1,1,0,19687.99,0
"Sigmund","Abdullah",802,"France","Female",60,3,92887.06,1,1,0,39473.63,1
"Queen","Yao",670,"France","Male",25,7,0,2,1,1,144723.38,0
"Muhammad","Cheatham",738,"Germany","Female",40,6,114940.67,2,1,1,194895.57,1
"Malcolm","Gallagher",706,"Germany","Male",34,0,140641.26,2,1,1,77271.91,0
"Roger","Hao",592,"Germany","Female",70,5,71816.74,2,1,0,105096.82,1
"Angelina","Nixon",522,"France","Female",41,7,0,2,0,1,176780.39,0
"Lech","Wang",746,"France","Male",48,5,165282.42,1,1,0,153786.46,1
"Marilyn","Kerr",651,"Spain","Male",42,2,143145.87,2,1,0,43612.06,0
"Usain","Romani",494,"France","Male",28,9,114731.76,2,0,1,79479.74,0
"Stephen","Lock",753,"Germany","Female",46,9,113909.69,3,1,0,92320.37,1
"Prince","Millar",671,"Germany","Male",36,2,116695.27,1,0,0,193201.86,0
"Ernest","K'ung",696,"France","Male",42,4,0,1,0,0,126353.13,1
"Tom","Onyekachi",577,"Spain","Male",43,3,0,2,1,1,135008.92,0
"Benazir","Somayina",587,"France","Male",36,1,0,2,0,1,17135.6,0
"Haile","Dennis",712,"Germany","Male",37,7,93978.96,2,1,0,60651.77,0
"Roger","Brown",498,"Germany","Male",35,2,121968.11,2,0,1,188343.05,0
"Jimmy","Ogochukwu",660,"France","Male",37,2,97324.91,1,1,0,23291.83,0
"Dalai","Macleod",678,"Spain","Male",29,6,0,2,1,0,64443.75,0
"Neil","Page",530,"France","Male",37,8,0,2,1,1,287.99,0
"Louis","Barese",559,"France","Female",48,2,0,2,0,1,137961.41,0
"George","Agafonova",624,"France","Male",42,3,145155.37,1,1,0,72169.95,1
"Benazir","Caraway",592,"France","Male",28,5,137222.77,1,0,0,39608.58,0
